key,time,commitTime,PythonfileNum,pythonFile
#7492,2021-09-15 14:35:16,2021-09-15 20:05:15,6,"['electrum/commands.py', 'electrum/gui/kivy/uix/screens.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/paytoedit.py', 'electrum/util.py', 'electrum/wallet.py']"
#7487,2021-09-15 15:32:25,2021-09-15 21:02:24,2,"['electrum/gui/kivy/uix/dialogs/cpfp_dialog.py', 'electrum/gui/kivy/uix/dialogs/tx_dialog.py']"
#7453,2021-09-07 14:41:50,2021-09-07 20:11:50,2,"['electrum/tests/test_transaction.py', 'electrum/transaction.py']"
#7438,2021-08-11 11:30:26,2021-08-11 17:00:26,2,"['electrum/commands.py', 'electrum/tests/test_commands.py']"
#7427,2021-07-28 13:26:30,2021-07-28 18:56:30,3,"['electrum/simple_config.py', 'electrum/tests/test_util.py', 'electrum/util.py']"
#7425,2021-07-22 18:23:33,2021-07-22 23:53:32,2,"['electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/screens.py']"
#7403,2021-07-15 14:52:25,2021-07-15 17:52:25,3,"['electrum/lnrater.py', 'electrum/network.py', 'electrum/util.py']"
#7359,2021-06-21 17:26:52,2021-06-21 19:26:52,2,"['electrum/plugins/revealer/__init__.py', 'electrum/plugins/revealer/qt.py']"
#7348,2021-06-17 10:35:46,2021-06-17 12:35:31,2,"['electrum/commands.py', 'electrum/daemon.py']"
#7328,2021-06-10 15:26:22,2021-06-10 17:26:04,4,"['electrum/lnchannel.py', 'electrum/lnutil.py', 'electrum/submarine_swaps.py', 'electrum/tests/test_lnchannel.py']"
#7220,2021-04-19 14:07:09,2021-04-19 16:06:43,2,"['electrum/gui/kivy/uix/dialogs/bump_fee_dialog.py', 'electrum/gui/kivy/uix/dialogs/dscancel_dialog.py']"
#7215,2021-04-15 16:51:17,2021-04-15 18:50:54,2,"['electrum/gui/kivy/uix/dialogs/lightning_channels.py', 'electrum/simple_config.py']"
#7207,2021-04-14 17:08:27,2021-04-14 19:08:04,3,"['electrum/coinchooser.py', 'electrum/tests/test_wallet_vertical.py', 'electrum/wallet.py']"
#7158,2021-04-02 15:23:38,2021-04-01 03:33:16,3,"['electrum/gui/qt/channels_list.py', 'electrum/gui/qt/installwizard.py', 'electrum/i18n.py']"
